Country,InstName,Article Citation Count
Switzerland,"Department of TCAD, Synopsys Switzerland LLC, Zurich, Switzerland",2
Switzerland,"EDLAB - EPFL, Lausanne, Switzerland",2
Switzerland,"EDLAB, EPFL, Lausanne, Switzerland",2
Switzerland,"EM Microelectronic, Marin S.A., Marin, Switzerland",88
Switzerland,"EM Microelectronic, Marin SA, Marin, Switzerland",8
Switzerland,"EM Microelectronic, Marin, Switzerland",10
Switzerland,"EPF Lausanne, Lausanne, Switzerland",30
Switzerland,"EPFL, STI, IMM, LEG, ELB, Ecublens, Lausanne, Switzerland",18
Switzerland,"ESEC SA, Cham, Switzerland",28
Switzerland,"ETA SA Manufacture horlogere suisse, EM Microelectronic, Marin S.A., Switzerland",0
Switzerland,"ETA SA Manufacture horlogere suisse, Switzerland",0
Switzerland,ETH,105
Switzerland,ETH University,8
Switzerland,ETH Zurich,1145
Switzerland,ETH university,17
Switzerland,ETHZurich,5
Switzerland,"EVATEC AG, Trubbach, Switzerland",10
Switzerland,"EXALOS AG, Schlieren, Switzerland",64
Switzerland,"EXALOS AG, Zurich, Switzerland",155
Switzerland,Ecole Polytechnique,120
Switzerland,Ecole Polytechnique Fedarale of Lausanne,0
Switzerland,Ecole Polytechnique Federal of Lausanne,35
Switzerland,Ecole Polytechnique Federale of Lausanne,1774
Switzerland,Ecole Polytechnique Federale of Lausanne EPFL,43
Switzerland,Ecole polytechnique federale of Lausanne,44
Switzerland,Ecole' Polytechnique Federale of Lausanne,22
Switzerland,Eidgenoessische Technische Hochschule Zuerich ETHZ,30
Switzerland,"Eidgenossische Technische Hochschule Zurich, Zurich, ZH, CH",873
Switzerland,"Electrical Department, EPFL, Lausanne, Switzerland",13
Switzerland,"Electrical Engineering, College of Engineering and Architecture of Fribourg, Fribourg, Switzerland",1
Switzerland,Electron Device Modeling and Technology Laboratory,74
Switzerland,Electron Device Modeling and Technology Laboratory  of the Ecole Polytechnique Federale of Lausanne,6
Switzerland,Electronic Laboratory,7
Switzerland,Electronics Devices Laboratory,12
Switzerland,Electronics Laboratory,198
Switzerland,Empa Swiss Federal Laboratories for Materials Testing and Research,5
Switzerland,European Center for Nuclear Research,14
Switzerland,European Centre for Nuclear Research,2
Switzerland,European Laboratory for Nuclear Research,5
Switzerland,European Organisation for Nuclear Research,236
Switzerland,European Organization for Nuclear Research,186
Switzerland,European Space Research and Technology Centre,16
Switzerland,"Evatec AG, Trubbach, Switzerland",17
Switzerland,"Evatec AG, Truebbach, Switzerland",15
Switzerland,FIRST Center for Micro,8
Switzerland,FIRST Center for Micro and Nanoscience,119
Switzerland,"Faculty of Engineering, EPFL, Lausanne, Switzerland",13
Switzerland,Federal Institute of Metrology,12
Switzerland,Federal Institute of Technology,0
Switzerland,"Federal Office of Communications, Biel/Bienne, Switzerland",6
Switzerland,Freescale Semiconductor,28
Switzerland,Frontiers in Research: Space and Time Laboratory,7
Switzerland,"GMC Consulting, Commugny, Switzerland",0
Switzerland,"GMC, Commugny, Switzerland",53
Switzerland,"GVR Trade S.A., Bevaix, Switzerland",219
Switzerland,Gap Electronics Research Laboratory,330
Switzerland,Geneva Modeling Center,24
Switzerland,"Global Photovoltaic Simulation Group, Geneva 1211, Switzerland",95
Switzerland,"Google Zurich, Zurich, Switzerland",69
Switzerland,Grid Systems R&D,97
Switzerland,"HITACHI, ABB Power Grids, Lenzburg, Switzerland",1
Switzerland,Helsinki Institute of Physics,5
Switzerland,"Hitachi ABB Power Grids, Lenzburg, Switzerland",17
Switzerland,"Hitachi Energy, Lenzburg, Switzerland",0
Switzerland,Hitachi Power Grids,5
Switzerland,IBM,15
Switzerland,IBM Research,26
Switzerland,IBM Research - Zurich,8
Switzerland,IBM Research Europe,8
Switzerland,IBM Research GmBH,0
Switzerland,IBM Research GmbH,140
Switzerland,IBM Research GmbH Zurich Laboratory,34
Switzerland,IBM Research Laboratory,11
Switzerland,IBM Research Zurich,134
Switzerland,IBM Research--Zurich,159
Switzerland,IBM Research-Zurich Laboratory,25
Switzerland,IBM Ruschlikon,1
Switzerland,IBM Zurich Research Laboratory,154
Switzerland,IBM Zurich Research Laboratory GmBH,0
Switzerland,IBM/ETH Center for Advanced Silicon Electronics,33
Switzerland,"ICLAB, EPFL, Lausanne, Switzerland",17
Switzerland,IEEE Power Electronic Systems Laboratory,24
Switzerland,IInstitute for Quantum Electronics and Photonics,4
Switzerland,"IRsweep AG, Staefa, Switzerland",7
Switzerland,ISE Integrated Systems Engineering AG,32
Switzerland,"Image sensor solutions, AMS AG, Rapperswil, Switzerland",6
Switzerland,Industrial Electronics Laboratory,296
Switzerland,Information Technology and Electrical Engineering  ETH Zurich,8
Switzerland,"Innovative Silicon, PSE, B, EPFL, Lausanne, Switzerland",65
Switzerland,"Inst. for Quantum Electron., Swiss Federal Inst. of Technol., Zurich, Switzerland",55
Switzerland,Institut fur Integrierte Systeme,81
Switzerland,Institut fur Physik der Universitat Basel,23
Switzerland,Institut of Micro,43
Switzerland,Institut of Micro et Opto,37
Switzerland,Institut of Photonique et Electronique Quantique,9
Switzerland,Institut of Photonique et dElectronique Quantique,15
Switzerland,Institut of Quantum Electronics,8
Switzerland,Institute for Biomedical Engineering,55
Switzerland,Institute for Electronics,216
Switzerland,Institute for Micro,60
Switzerland,Institute for Particle Physics,28
Switzerland,Institute for Quantum Electronics,257
Switzerland,Institute for Quantum Electronics and Photonics,24
Switzerland,Institute of Bioengineering,9
Switzerland,Institute of Computational Science,13
Switzerland,Institute of Condensed Matter Physics,35
Switzerland,Institute of Electrical Engineering,72
Switzerland,Institute of Electrical and Microengineering,5
Switzerland,Institute of Electromagnetic Field,32
Switzerland,Institute of Electromagnetic Fields,179
Switzerland,Institute of Materials,15
Switzerland,Institute of Micro and Optoelectronics,12
Switzerland,Institute of Microelectronics and Microsystems,303
Switzerland,Institute of Microengineering,216
Switzerland,Institute of Microsystems and Microelectronics,9
Switzerland,Institute of Microtechnology,81
Switzerland,Institute of Photonics and Quantum Electronics,155
Switzerland,Institute of Physics,12
Switzerland,Institute of Quantum Electronics,1223
Switzerland,Institute of Quantum Electronics and Photonics,408
Switzerland,Institute of quantum Electronics,27
Switzerland,Integrated Actuators Laboratory,6
Switzerland,Integrated Circuit Laboratory,9
Switzerland,Integrated Circuits Laboratory,501
Switzerland,Integrated Systems Laboratory,516
Switzerland,Intel Semiconductor AG,2
Switzerland,Intergrated Systems Laboratory,6
Switzerland,"JAST SA, PSE, EPFL, Lausanne, Switzerland",43
Switzerland,"Kandou Bus SA, Lausanne, Switzerland",10
Switzerland,Komax Systems LCF SA,9
Switzerland,"LEM, Plan, les, Ouates, Switzerland",65
Switzerland,"LIGENTEC SA, EPFL Innovation Park, Batiment L, Ecublens, Switzerland",15
Switzerland,"LIGENTEC SA, EPFL Innovation Park, Ecublens, Switzerland",0
Switzerland,Laboratory Materials for Energy Conversion,32
Switzerland,Laboratory SA,7
Switzerland,Laboratory for Electromagnetic Fields and Microwave Electronics,11
Switzerland,Laboratory for High Power Electronic Systems,235
Switzerland,Laboratory for High Power Electronics Systems,173
Switzerland,Laboratory for Solid State Physics,56
Switzerland,Laboratory for Thin Films and Photovoltaics,33
Switzerland,Laboratory of Advanced Semiconductors Conductors for Photonics and Electronics,34
Switzerland,Laboratory of Advanced Semiconductors for Photonics,60
Switzerland,Laboratory of Composite Materials and Adaptive Structures,0
Switzerland,Laboratory of Electromagnetics and Acoustics,3
Switzerland,Laboratory of Micro and Nano,94
Switzerland,Laboratory of Photonics and Interfaces,9
Switzerland,Laboratory of Physics of NanostructureS,20
Switzerland,Laboratory of Physics of Nanostructures,127
Switzerland,Laboratory of Semiconductor Materials,87
Switzerland,Laboratory of Theory and Simulation of Materials,22
Switzerland,Laboratory of the Physics of Nanostructures,16
Switzerland,"LakeDiamond SA, Lausanne, Switzerland",10
Switzerland,"LakeDiamond SA, Yverdon, les, Bains, Switzerland",12
Switzerland,Learning & Adaptive Systems Group,0
Switzerland,"Leica Geosystems AG, Heerbrugg, Switzerland",2
Switzerland,Levitronix GmbH,247
Switzerland,Levitronix Limited Liability Company,44
Switzerland,"LiGenTec SA, Lausanne, Switzerland",42
Switzerland,"Lumentum Switzerland, Schlieren, Switzerland",7
Switzerland,ME Section of CERN,7
Switzerland,MTAL GmbH,10
Switzerland,Melexis Technologies,34
Switzerland,Microelectronic Systems Laboratory,113
Switzerland,Microsystems Laboratory,72
Switzerland,Motorola Semiconductor Products Sector,43
Switzerland,"Motorola, Inc., Le Grand Saconnex, Switzerland",21
Switzerland,Nanoelectronic Devices Laboratory,73
Switzerland,"Nortel Networks Optical Components AG, Zurich, Switzerland",8
Switzerland,"Nortel Technology, Zurich, Switzerland",2
Switzerland,"Novagan Sarl, Lausanne, Switzerland",6
Switzerland,ON Semiconductor,22
Switzerland,"Observatoire of Neuchatel, Neuchatel, Switzerland",50
Switzerland,Optical Materials Engineering Laboratory,87
Switzerland,"Opto Speed AG, Ruschlikon, Switzerland",26
Switzerland,"Opto Speed Italia, Zurich, Switzerland",11
Switzerland,"Opto Speed SA, Switzerland",111
Switzerland,"Opto Speed, Mezzovico, Switzerland",33
Switzerland,Optoelectronics and Instituteruments,9
Switzerland,"PFISTERER AG, PFISTERER Switzerland AG, Switzerland",3
Switzerland,"PH Department, Cern, Geneva, Switzerland",12
Switzerland,Paul Scherrer Institute,188
Switzerland,"Philip Morris International, Neuchatel, Switzerland",42
Switzerland,Philips Semiconductors,349
Switzerland,Philips Semiconductors AG,82
Switzerland,Philips Semiconductors Zurich,16
Switzerland,Physical Electronics Laboratory,298
Switzerland,Physik Institut der Universitat Zurich,23
Switzerland,Power Electronic System Laboratory,52
Switzerland,Power Electronic Systems  Laboratory,0
Switzerland,Power Electronic Systems Lab,0
Switzerland,Power Electronic Systems Laboratory,2457
Switzerland,"Power Electronics Design Consultant Office Paul Mourick, Nussbaumen, Switzerland",21
Switzerland,Power Electronics Group ABB Corporate Research,18
Switzerland,Power Electronics Institute,85
Switzerland,Power Electronics Laboratory,143
Switzerland,Power Electronics Research and Development,1386
Switzerland,"Power Electronics and Medium Voltage Drives, ABB Switzerland Ltd., CH, 5300 Turgi, Switzerland",83
Switzerland,Power Systems and High Laboratories,9
Switzerland,Power and Wide Bandgap Electronics Research Laboratory,9
Switzerland,Research and Development,116
Switzerland,Research and Development Software Group,3
Switzerland,SAFARI Research Group,12
Switzerland,"ST Microelectronics N.V., Geneva, Switzerland",61
Switzerland,"ST, Ericsson, Zurich, Switzerland",0
Switzerland,"STI, IMM, LEG, EPFL, Lausanne, Switzerland",24
Switzerland,"STMicroelectronics N. V. Advanced System Technology, Geneva, Switzerland",65
Switzerland,Scientific Center for Optical and Electron Microscopy,6
Switzerland,Semiconductor Products Sector,96
Switzerland,Semiconductors,187
Switzerland,Semiconductors R&D,97
Switzerland,"Senbiosys SA, Neuchatel, Switzerland",0
Switzerland,Siemens Building Technologies AG,75
Switzerland,"Simon, Kucher and Partners, Zurich, Switzerland",153
Switzerland,"Sonova Holding AG, Stafa, Switzerland",12
Switzerland,"Spinomix SA, Lausanne, Switzerland",49
Switzerland,Swiss Center for Electronics and Microtechnology,492
Switzerland,Swiss Federal Institute of Technolgy,9
Switzerland,Swiss Federal Institute of Technology,5585
Switzerland,Swiss Federal Institute of Technology  Zurich,239
Switzerland,Swiss Federal Institute of Technology ETH Zurich,16
Switzerland,Swiss Federal Institute of Technology Lausanne,64
Switzerland,Swiss Federal Institute of Technology Zurich,317
Switzerland,Swiss Federal Institute of Technology in Lausanne,93
Switzerland,Swiss Federal Institute of Technology of Zurich,20
Switzerland,Swiss Federal Laboratories for Materials Science and Technology,26
Switzerland,Synopsys Limited Liability Company,2
Switzerland,Synopsys Schweiz GmbH,9
Switzerland,"Synopsys Switzerland LLC, Zurich, Switzerland",50
Switzerland,Synopsys Switzerland Limited,8
Switzerland,"TEMEX Neuchatel Time, Neuchatel, Switzerland",50
Switzerland,Technology Center,60
Switzerland,Telecommunications Circuits Laboratory,52
Switzerland,"Time, Bandwidth Products AG, Zurich, Switzerland",26
Switzerland,Transport at Nanoscale Interfaces Laboratory,4
Switzerland,Universitat Basel,10
Switzerland,Universite of Geneve 24 Quai Ernest,9
Switzerland,Universite of Neuchatel,33
Switzerland,University and ETH Zurich,87
Switzerland,University of Applied Science,19
Switzerland,University of Applied Sciences Northwestern Switzerland FHNW,3
Switzerland,University of Applied Sciences and Arts of Southern Switzerland,8
Switzerland,University of Basel,33
Switzerland,University of Bern,77
Switzerland,University of Geneva,6
Switzerland,University of Genova,74
Switzerland,University of Lausanne,0
Switzerland,University of Neuchatel,1017
Switzerland,University of Zurich,98
Switzerland,University of Zurich and ETH,20
Switzerland,University of Zurich and ETH Zurich,239
Switzerland,Wave Electronics Laboratory,0
Switzerland,"XSENSIO SA, EPFL Innovation Park, Lausanne, Switzerland",0
Switzerland,ZHAW Zurich University of Applied Sciences,0
Switzerland,"Zentrum fur Mikroelektronik, FH Aargau, Windisch, Switzerland",1
Switzerland,Zurich Research Laboratory,633
Switzerland,"Zurich, Switzerland",3
Switzerland,ecole Polytechnique Federale of Lausanne,59
Switzerland,gap Electronics Research Laboratory,461
Switzerland,imec / Ghent University,5
Syria,Baath University,56
Syria,Tishreen University,6
TAIWAN,National Cheng Kung University,7
Taiwan,"A, Neuron Electronic Corp., Taiwan",1
Taiwan,"A, Neuron Electronic Corp., Zhubei City, Taiwan",1
Taiwan,ANPEC Electronics Corporation,4
Taiwan,"ASUS Tek Computer, Inc., Taipei, Taiwan",14
Taiwan,"ASUSTeK Computer Inc., Taipei, Taiwan",70
Taiwan,"ASUSTeK Computer, Inc., Taipei, Taiwan",30
Taiwan,AU Optronics Corporation,4
Taiwan,AUO Corporation,0
Taiwan,AboCom Systems Inc.,8
Taiwan,Academia Sinica and National Tsing Hua University,76
Taiwan,Advance Semiconductor Engineering Inc.,8
Taiwan,Advanced Chemicals Limited,2
Taiwan,Advanced Devices Simulation Laboratory,32
Taiwan,Advanced Display Technology Research and Development,15
Taiwan,Advanced Optoelectronic Technology Center and Center for Micro/Nano Science and Technology,8
Taiwan,Advanced Optoelectronic Technology Center of NCKU,3
Taiwan,Advanced Optoelectronic Technology Center of NCKU and National Center for High,21
Taiwan,Advanced Semiconductor Engineering,285
Taiwan,Advanced Semiconductor Engineering  Group,15
Taiwan,Advanced Semiconductor Engineering Engineering,1
Taiwan,Advanced Semiconductor Engineering Group,97
Taiwan,Advanced Semiconductor Engineering Inc.,36
Taiwan,Advanced Semiconductor Engineering Test Limited,50
Taiwan,Advanced Semiconductor Manufacturing Group,21
Taiwan,"Advanced Technology Group, Inotera Memories, Inc., Taoyuan, Taiwan",1
Taiwan,Advanced Technology Laboratory,46
Taiwan,Advanced Technology Research Laboratory,5
Taiwan,Advanced Transistor Research Division,10
Taiwan,Advanced Wireless Semiconductor Company,69
Taiwan,Airoha Technology Corporation,20
Taiwan,Aiwan Semiconductor Manufacturing Company,27
Taiwan,Aiwan Semiconductor Manufacturing Company Limited,52
Taiwan,AlfaPlus Semiconductor,31
Taiwan,"Ali Labs, Inc., Taipei, Taiwan",33
Taiwan,"Alpha Networks Inc., Hsinchu, Taiwan",10
Taiwan,"An of Trading Company, Ltd., New Taipei City, Taiwan",28
Taiwan,"Analog Passive and Memory Division, TSMC, Hsinchu, Taiwan",0
Taiwan,Analog/RF & Specialty Technology Division,962
Taiwan,Analogy Technology Corporation,3
Taiwan,"Andes Technology, Hsinchu, Taiwan",16
Taiwan,"Applied Materials Taiwan Company, Hsinchu, Taiwan",27
Taiwan,"Applied Materials Taiwan, Tainan, Taiwan",4
Taiwan,Applied Research Laboratory Telecommunication Laboratories,5
Taiwan,"Army Communication Electronics Information School, Taoyuan, Taiwan",43
Taiwan,"Army Corps of Engineers, Ministry of National Defense R. O. C. Kaohsiung, Kaohsiung, Taiwan",2
Taiwan,Asia University,27
Taiwan,"Asuka Microelectronics, Inc., Hsinchu, Taiwan",32
Taiwan,Asuka Semiconductor,46
Taiwan,"Backend Technology and Service Division, Elan Microelectronics Corp., Hsinchu, Taiwan",3
Taiwan,"Brooks, PRI Automation, Hsin, Chu Science, based Industrial Park Administration, Taiwan",37
Taiwan,CMC Magnetics Corporation,8
Taiwan,"Cadence Methodology Service Company, Taipei, Taiwan",20
Taiwan,Center for Micro/Nano Science and Technology,3
Taiwan,Center of Quantum Frontiers of Research and Technology,3
Taiwan,Central Laboratories,49
Taiwan,Central South University,5
Taiwan,Centrillion Technologies Taiwan,4
Taiwan,Chang Gung University,1118
Taiwan,Chang Jung Christian University,14
Taiwan,"Changhua Christian Hospital, Changhua, Taiwan",4
Taiwan,Changhua University of Education,10
Taiwan,Chao Yang University of Technology,24
Taiwan,Chaoyang University of Technology,88
Taiwan,"Chen, Fon, Wei Security Company, Kaohsiung, Taiwan",17
Taiwan,Cheng Kung University,8
Taiwan,Cheng Shiu Institute of Technology,5
Taiwan,Cheng Shiu University,299
Taiwan,Cheng University,0
Taiwan,Chengshiu University,26
Taiwan,Chi Institute of Technology,81
Taiwan,Chi University of Technology,30
Taiwan,Chia University,14
Taiwan,Chien Hsin University of Science and Technology,5
Taiwan,Chien Kuo Institute of Technology,29
Taiwan,Chienkuo Technology University,90
Taiwan,Chihlee University of Technology,3
Taiwan,China Medical University,16
Taiwan,China Medical University Hospital,1
Taiwan,China Shipbuilding Corporation,3
Taiwan,China Steel Corporation,12
Taiwan,Chinese Cultural University,4
Taiwan,Chinese Culture University,89
Taiwan,Chinese Steel Corporation,9
Taiwan,Ching Yun University of Technology,47
Taiwan,Chip Implementation Center,36
Taiwan,ChipMOS Technologies,2
Taiwan,Chun Yuan Christian University,3
Taiwan,Chung Cheng University,16
Taiwan,Chung Gung University,25
Taiwan,Chung Hua University,77
Taiwan,Chung Hwa University of Medical Technology,15
Taiwan,Chung Shan Institute of College of Technology and Commerce,22
Taiwan,Chung Shan Institute of Science and Technology,0
Taiwan,Chung Shang Institute of Science and Technology,126
Taiwan,Chung Yuan Christian University,150
Taiwan,Chunghwa Telecom Laboratories,55
Taiwan,College of Photonics of National Chiao Tung University,0
Taiwan,Core Capability Center,3
Taiwan,Coretronic Corporation,73
Taiwan,Corporate Analytical Laboratories,0
Taiwan,Corporate Research,86
Taiwan,Corporate Research and Development Center,12
Taiwan,Creating Nano Technologies Corporation,18
Taiwan,"Crosslight Software, Inc., Taiwan Branch, Hsinchu, Taiwan",12
Taiwan,"DALab Solutions x Associates  Ltd., Hsinchu, Taiwan",16
Taiwan,"DFT engineer with NVIDIA, Taipei",0
Taiwan,De Lin Institute of Technology,33
Taiwan,"Delta Electronics, Inc., Tainan, Taiwan",3
Taiwan,"Department of Applied Science, Naval Academy, Kaohsiung, Taiwan",1
Taiwan,"Department of Applied Science, R. O. C. Naval Academy, Kaohsiung, Taiwan",0
Taiwan,"Department of Applied Science, R.O.C. Naval Academy, Kaohsiung City, Taiwan",0
Taiwan,"Department of Applied Science, R.O.C. Naval Academy, Kaohsiung, Taiwan",10
Taiwan,"Department of Applied Science, Republic of China Naval Academy, Kaohsiung, Taiwan",5
Taiwan,"Department of Avionics Engineering, R.O.C. Air Force Academy, Kaohsiung, Taiwan",15
Taiwan,"Department of Avionics Engineering, Republic of China Air Force Academy, Kaohsiung City, Taiwan",1
Taiwan,"Department of Computer Science and Information Education, National Taitung Teachers College, Taitung, Taiwan",3
Taiwan,"Department of Computer Science and Information Engineering and SoC/AIM, HI centers, CCU, Chiayi, Taiwan",11
Taiwan,"Department of Demand Planning, L'Oreal Taiwan Company Ltd., Taipei, Taiwan",13
Taiwan,"Department of Devices Development and Service, Macronix International Company, Ltd., Hsinchu, Taiwan",3
Taiwan,Department of Digital Transformation Institute,14
Taiwan,"Department of Electrical Engineering, Chang, Gung Universtiy, Taoyuan, Taiwan",11
Taiwan,"Department of Electrical Engineering, Hwa, Hsia College of Technology and Commerce, Taipei, Taiwan",33
Taiwan,"Department of Electrical Engineering, National Cheng Kung university, Tainan County, Taiwan",1
Taiwan,Department of Electronic Engineering and Green Technology Research Center,5
Taiwan,"Department of Electronic Engineering, Air Force Academy, Kaohsiung, Taiwan",3
Taiwan,"Department of Electronic Engineering, Chang Gung Memorial Hospital, Taoyuan, Taiwan",5
Taiwan,"Department of Electronic Engineering, Chin, Min College, Toufen, Taiwan",27
Taiwan,"Department of Electronic Engineering, Chinese Air Force Academy, Kaohsiung, Taiwan",1
Taiwan,"Department of Electronic Engineering, Nan, Jeon Junior College of Technology and Commerce, Yan, Hsui, Taiwan",22
Taiwan,"Department of Electronic Engineering, Nan, Jeon Junior College of Technology and Commerce, Yanhui, Taiwan",5
Taiwan,"Department of Electronic Engineering, National Chiao, Tung Univeristy, Hsinchu, Taiwan",12
Taiwan,Department of Electronics Engineering and Institute of Electronics,4
Taiwan,"Department of Electronics Engineering, Graduate School of Engineering Science and Technology, Douliu, Taiwan",10
Taiwan,Department of Exploratory Research,2
Taiwan,"Department of General Dentistry, Chang Gung Memorial Hospital, Taoyuan, Taiwan",0
Taiwan,"Department of Information Management, Hsing Wu College, Taipei, Taiwan",21
Taiwan,"Department of Information Management, Linkou Chang Gung Memorial Hospital, Taoyuan, Taiwan",1
Taiwan,Department of Information Technology & Communication Shih Chien University,0
Taiwan,"Department of Mask, Nanya Technology, Taoyuan, Taiwan",1
Taiwan,"Department of Mathematic and Physical Sciences, R.O.C. Air Force Academy, Kaohsiung, Taiwan",6
Taiwan,"Department of Neurology, Linkou Chang Gung Memorial Hospital, Taoyuan, Taiwan",1
Taiwan,"Department of Ophthalmology, Linkou Branch, Taoyuan, Taiwan",11
Taiwan,"Department of Physics, Military Academy, Kaohsiung, Taiwan",7
Taiwan,"Department of Physics, R.O.C. Military Academy, Kaohsiung City, Taiwan",0
Taiwan,"Department of Physics, R.O.C. Military Academy, Kaohsiung, Taiwan",1
Taiwan,"Department of Physics, Republic of China Military Academy, Kaohsiung, Taiwan",18
Taiwan,"Department of Quality Assurance, Unilever Taiwan Ltd., Hsinchu, Taiwan",5
Taiwan,"Department of Radiation Oncology, Chang Gung Memorial Hospital, Keelung, Taiwan",1
Taiwan,"Department of Radiation Oncology, Chang Gung Memorial Hospital, Taoyuan, Taiwan",10
Taiwan,"Department of Switching Power Supply, Sinpro Co., Ltd., Kaohsiung, Taiwan",108
Taiwan,Department of Technology Development Center,4
Taiwan,"Department of UPSs Design, Ablerex Co., Ltd., Kaohsiung, Taiwan",108
Taiwan,"Department of Urology, Chang Gung Memorial Hospital, Taoyuan, Taiwan",15
Taiwan,"Department of Urology, Cheng Hsin General Hospital, Taipei, Taiwan",1
Taiwan,"Dept. of Electr. Eng., Nat. Taiwan Univ., Taipei, Taiwan",36
Taiwan,"Design Group, Synopsys Taiwan Company Ltd., Taipei, Taiwan",5
Taiwan,"Design Group, Synopsys, Inc., Taipei, Taiwan",2
Taiwan,Design University,16
Taiwan,Design and Technology Platform Organization,5
Taiwan,"Device Design Division, PTEK Technology Company, Ltd., Hsinchu, Taiwan",4
Taiwan,"Device Engineering Department, Macronix International Company, Hsinchu, Taiwan",21
Taiwan,"Division of Business Information, AU Optronics Company, Hsinchu, Taiwan",7
Taiwan,"Division of Urology, Chang Gung Memorial Hospital, Taoyuan City, Taiwan",1
Taiwan,"Division of Urology, Chang Gung Memorial Hospital, Taoyuan, Taiwan",5
Taiwan,"Division of Urology, Ministry of Health and Welfare Tainan Hospital, Tainan City, Taiwan",0
Taiwan,"Division of Urology, Ministry of Health and Welfare Tainan Hospital, Tainan, Taiwan",29
Taiwan,"Division of Urology, No. 125, Jhongshan Rd., Ministry of Health and Welfare Tainan Hospital, Tainan, Taiwan",10
Taiwan,"EMemory Technology, Inc., Hsinchu, Taiwan",14
Taiwan,"ERSO/ITRI, Hsinchu, Taiwan, R.O.C",47
Taiwan,ERSO/Industrial Technology Research Institute,17
Taiwan,East University,86
Taiwan,Edison Opto Corporation,7
Taiwan,El National Nano Device Laboratories,24
Taiwan,"Elan Microelectronics Corp., Hsinchu, Taiwan",10
Taiwan,Electrical Engineering Department of National Cheng Kung University,22
Taiwan,Electrical Laboratory,16
Taiwan,Electronic Research and Service Organization,24
Taiwan,Electronic Research and Service Organization Industrial Technology Research Institute,14
Taiwan,Electronics Research and Service Organization,38
Taiwan,Electronics and Optoelectronics Research Laboratories ITRI,32
Taiwan,Elite Semiconductor Memory Technology,38
Taiwan,Elite Semiconductor Memory Technology Inc.,3
Taiwan,"Emerging Central Lab., Macronix International Co., Ltd., Hsinchu Science Park, Taiwan",31
Taiwan,Emerging Central Laboratory,41
Taiwan,"Episil, Precision Inc., Hsinchu, Taiwan",7
Taiwan,"Epistar Corp., Hsin, Shi, Tainan, Taiwan",4
Taiwan,Epistar Corporation,77
Taiwan,Epistar Corporation Limited,214
Taiwan,Epitech Technology Corporation,63
Taiwan,"Etron Technology, Inc., Hsinchu, Taiwan",3
Taiwan,"Ever, Clear Company, Taichung, Taiwan",44
Taiwan,"Excellence Optoelectronics Inc., Hsinchu, Taiwan",2
Taiwan,Exploratory Research,49
Taiwan,Fairchild Semiconductor Corporation,9
Taiwan,Fang Design University,12
Taiwan,Far East University,51
Taiwan,Faraday Technology Corporation,67
Taiwan,Feng Chia University,711
Taiwan,Feng Chia University FCU,305
Taiwan,FengChia University,30
Taiwan,"Fishery Radio Station, Council of Agricultural, Taipei, Taiwan",28
Taiwan,Foresight Technology Company Limited,39
Taiwan,"Formosa Epitaxy Incorporation, Taoyuan, Taiwan",13
Taiwan,Fortune Institute of Technology,19
Taiwan,"Foxconn Advanced Communication Academy , Hsinchu, Taiwan",4
Taiwan,Foxconn Corporation,2
Taiwan,"Foxconn Electronics, Inc., Hsinchu, Taiwan",50
Taiwan,Fu Jen Catholic University,174
Taiwan,FuJen Catholic University,9
Taiwan,FuPo Electronic Corporation,7
Taiwan,"FuPo Electronics, Hsinchu, Taiwan",2
Taiwan,"Fuh, Hwa Securities Investment Trust Company, Ltd., Taipei, Taiwan",52
Taiwan,Fujian Institute of Research on the Structure of Matter,1
Taiwan,Fuzhou University,1
Taiwan,GaN Compound Semiconductor Technology Development,38
Taiwan,GaN Power Semiconductor Corporation,3
Taiwan,Gemtek Technology Company Limited,41
Taiwan,Global Unichip Corporation,46
Taiwan,"Goyatek Technology, Inc., Hsinchu, Taiwan",16
Taiwan,Graduate Institute of Communication Engineering,51
Taiwan,Graduate Institute of Computer and Communication Engineering,26
Taiwan,Graduate Institute of Electronic Engineering and Green Technology Research Center Chang Gung University,3
Taiwan,Graduate Institute of Electronics Engineering,3
Taiwan,Graduate Institute of Photonics and Optoelectronics,0
Taiwan,"Greatek Electronics, Inc., Miaoli, Taiwan",53
Taiwan,Green Environmental Technology Company Limited,3
Taiwan,Green Technology Research Institute,123
Taiwan,Group Research and Development,20
Taiwan,Gung University,89
Taiwan,"HTC Corp., Taoyuan City, Taoyuan County, Taiwan",0
Taiwan,HTC Corporation,124
Taiwan,HannStar Display Corporation,3
Taiwan,"High Power Opto, Inc., Taichung, Taiwan",10
Taiwan,"High Power Optoelectronics Inc., Taichung, Taiwan",2
Taiwan,Himax Technologies,53
Taiwan,Holtek Semiconductor Inc.,0
Taiwan,Holtek Semiconductor Incorporation,12
Taiwan,Hon Hai Precision Industry Company Limited,1
Taiwan,"Hon Hai Precision Industry Company, Ltd., Taipei, Taiwan, R.O.C",4
Taiwan,Hon Hai Research Institute,3
Taiwan,Hsing University,18
Taiwan,Hsiuping Institute of Technology,16
Taiwan,Hsiuping University of Science and Technology,88
Taiwan,Hua Fan University,17
Taiwan,Hua University,108
Taiwan,Huafan University,19
Taiwan,"Huga Optotech, Inc., Taichung, Taiwan",4
Taiwan,"IE Department, Inotera Memories, Inc., Taoyuan Hsien, Taiwan",36
